department,course_id,course_name,credit_hours,course_description
COMMUNICATION STUDIES (COMM),COMM703,Communication and the Political,3,"This course is designed for students to start thinking, in a historical and foundational way, about 'the political' as defined by formative thinkers from contrasting philosophical perspectives, as well as from necessarily different social positions within the field of power."
COMMUNICATION STUDIES (COMM),COMM704,Communication and Discourse,3,"This course focuses on the various ways that the problem of discourse is rendered inside and outside of Communication Studies. It examines the various modes at our disposal for thinking about discourse as a field of articulation: for example in theories of representation, mediation, and meaning making."
COMMUNICATION STUDIES (COMM),COMM705,Communication and the Social,3,"This class theorizes the Social by drawing on resources inside and outside of communication studies, thinking through the implicit and explicit investments that communication scholarship has in the concept of the social."
COMMUNICATION STUDIES (COMM),COMM711,Performance as Method,3,"Course introduces graduate students to performance practice as a way of knowing, an aesthetic expression, a form of pedagogy, a method of research, and a means of presenting findings. Students will develop and perform original work that creatively engages various research contexts."
COMMUNICATION STUDIES (COMM),COMM712,The Body and Performance,3,This course will explore through performance the various ways the human body is 'marked' or signified in culture.
COMMUNICATION STUDIES (COMM),COMM713,Primary Readings in Performance Studies,3,"Course introduces graduate students to key texts that have informed the emergence of Performance Studies as a mode of inquiry into cultural, social, aesthetic, and political practices."
COMMUNICATION STUDIES (COMM),COMM723,Research in Organizational Communication,3,"Explores theoretical, methodological, and practical issues encountered in ethnographic, case study, and field research on communication phenomena in organizations."
COMMUNICATION STUDIES (COMM),COMM724,"Feminism, Science, and Communication",3,"Critical examination of key feminist arguments about science and communication scholarship as conventionally defined; exploration of alternative goals, assumptions, and practices for research consistent with feminist theories and methodologies."
COMMUNICATION STUDIES (COMM),COMM725,Interpretive Studies in Organizational Communication,3,"Focuses on the theory and practice of interpretive organizational communication research, including organizational phenomena such as culture, metaphor, symbolism, ritual, and narrative."
COMMUNICATION STUDIES (COMM),COMM726,Critical Studies in Organizational Communication,3,"Focuses on the theory and practice of critical organizational communication research, including organizational phenomena such as power, discourse, and culture."
COMMUNICATION STUDIES (COMM),COMM750,Cultural Studies,3,Graduate standing required. Introduction for graduate students to the current literature and critical perspectives in the areas of media and cultural studies.
COMMUNICATION STUDIES (COMM),COMM752,Media and Social Change,3,"This seminar inquires into the range of relationships between media and social life, with a particular emphasis on media's role in movements for social, economic, and/or cultural transformation."
COMMUNICATION STUDIES (COMM),COMM753,Theories of the Audience/Public,3,"This course offers a sustained analysis of the ways in which the media, audience, and/or public have been variously conceptualized historically, in critical theory."
COMMUNICATION STUDIES (COMM),COMM754,"Political, Institutional, and Economic Contexts of Media and Culture",3,"A detailed analysis of the relationship between government, policy making, corporate and business interests, and various theoretical approaches to their impact on media and culture. Fall."
